# 0,0,0,0,0
1.234772946468946636e+08,-5.854226318459027290e+09,-1.981578399857389212e+09,1.649574153048145294e+10,3.099476851631699562e+09
1.661921882512835312e+10,-1.066447652530080032e+10,2.956509999001720905e+09,1.288600294447866058e+10,-8.647043081522808075e+08
1.234772946468946636e+08,-5.854226318459027290e+09,-1.981578399857389212e+09,1.649574153048145294e+10,3.099476851631699562e+09
-3.490360912058373928e+09,6.298228291337238550e+08,1.209255074988243866e+10,1.294737891683829117e+10,-1.138869131913398743e+10
-3.331943884746747971e+09,2.057715542240746975e+09,-6.631440285167650223e+09,-3.942260082987506390e+09,7.137768767101729393e+09
7.572040108831156492e+08,5.551898732681069374e+09,-2.057756765067400360e+10,-1.756847517019173431e+10,-7.287428095585809648e+07
2.854804919778012753e+09,-6.497169873601917267e+09,2.372302483476858902e+10,4.562900333606981277e+09,-3.664198192774769306e+09
4.903764980992119789e+09,2.345897697746064663e+08,8.184633294504678249e+08,1.064841522749586487e+10,2.163357930595454693e+09
-1.675717526720036888e+10,-1.711537096785587502e+10,5.065360097344858050e+08,-1.686238817067235231e+09,1.329172528897884560e+10
-1.017815139204200935e+10,-1.939819241680151749e+10,-1.232629360737412071e+10,2.485601412676436615e+10,-1.294240660781491041e+09
-4.004012795280857563e+09,-1.233150089640193176e+10,-6.791828606699166298e+09,2.946454620920556259e+10,5.772450859618094444e+09
2.139550627450862503e+10,-6.529521951570965767e+09,1.050850806243217468e+10,-8.011250413680864334e+09,5.672679634193380356e+09
6.828555240132705688e+09,7.611062406845498085e+09,-4.281821251482499123e+09,-5.472963671984972000e+09,1.646929342805393982e+10
-3.435764709509066105e+09,-1.907586908000859737e+09,-2.406389402679106236e+09,-8.550988896453282356e+09,1.135722798914389038e+10
1.679095854866198540e+09,7.334883722066778183e+09,-1.198323495625550508e+09,-2.732684195270732403e+09,1.860536749688519669e+10
1.557719642973563957e+10,-2.281744759730046272e+09,-3.733177992604003429e+09,-3.851222615755206108e+09,1.020699996563112068e+10
-5.990888947232385874e+08,-2.204987720350204945e+09,-2.208080548438388824e+10,-1.582590955340988159e+10,-2.165155766649802017e+10
-6.181513014018237114e+09,3.453254042862029266e+10,-1.439516573015380669e+10,-2.855591682719769287e+10,4.659002052660378456e+09
